,bluewins,bluetotalgold,redtotalgold
2416,0,13428,16961
2417,1,18747,15732
2418,1,15156,15480
2419,1,19241,17891
2420,1,15866,15472
2421,1,14247,15844
2422,0,13493,18848
2423,1,15855,15710
2424,1,15186,14066
2425,1,17176,17077
2426,1,16947,15967
2427,1,19528,14177
2428,0,13775,16265
2429,1,18418,14668
2430,1,14815,15570
2431,1,20236,17567
2432,0,16348,14872
2433,0,16302,15966
2434,0,15410,15644
2435,0,15119,17020
2436,0,16561,17080
2437,0,13736,16037
2438,0,15481,15000
2439,0,15967,17380
2440,1,16627,16762
2441,1,17087,16645
2442,1,17612,15256
2443,0,16731,16465
2444,1,18360,17835
2445,1,18075,15216
2447,1,16897,14974
2448,0,14538,17816
2449,1,14868,16014
2450,1,20236,16888
2451,1,16513,16892
2452,1,16180,15704
2453,1,16050,14009
2454,0,14428,15980
2455,0,16150,18393
2456,0,17576,15339
2457,1,14990,16385
2458,1,17664,17407
2459,0,16114,14791
2460,0,15299,16173
2461,1,18912,14347
2462,1,19915,14629
2463,1,18273,15729
2464,0,15158,16687
2465,1,16086,15244
2466,0,18626,16308
2467,0,17048,18821
2468,0,14819,15749
2469,0,15082,16933
2470,0,14605,14885
2471,0,17063,18283
2472,0,13881,18732
2473,1,17180,15432
2474,1,16978,18567
2475,1,17827,16071
2476,1,16168,17317
2477,0,15544,16505
2478,1,17566,18094
2479,1,15293,16848
2480,1,17303,14432
2481,1,17201,16131
2482,1,18742,15017
2483,1,16519,16699
2484,0,13727,18727
2485,0,17617,16932
2486,1,19432,15575
2487,0,15280,16050
2488,1,15496,16902
2489,0,15263,17974
2490,1,17012,16688
2491,1,14168,17512
2492,1,17060,16917
2493,1,17053,15927
2495,0,16690,17750
2496,1,18246,15332
2497,1,16310,15846
2498,1,16766,15367
2500,1,15307,16925
2501,0,15908,17253
2502,1,16966,16828
2503,1,16995,17413
2504,0,18292,17503
2505,1,16481,15721
2506,0,14907,17249
2507,1,15108,17410
2508,0,14779,17711
2509,0,15739,15585
2510,0,16660,16561
2511,0,13561,16437
2512,0,17761,15260
2513,0,14910,16467
2514,1,17410,15832
2515,0,15518,17148
2516,1,18261,16508
2517,0,15574,15560
2518,0,16565,16810
2519,0,16163,15089
2520,0,14724,18265
2521,1,17953,15038
2522,0,14819,19232
2523,0,15025,16542
2524,1,18302,16124
2525,0,18197,16727
2526,1,18363,13856
2527,1,17543,13489
2528,0,16973,16044
2529,0,16586,17373
2530,1,18106,15411
2531,0,16300,19473
2532,0,16397,17650
2533,1,16948,14237
2534,0,14992,15463
2535,0,16560,15241
2536,0,15759,15421
2537,1,14711,16974
2538,1,16940,14902
2539,0,15218,17129
2540,0,15466,14978
2541,1,15278,14544
2542,1,19651,14456
2543,0,18233,14914
2544,1,17470,15135
2545,0,16768,17036
2546,0,14509,15619
2547,1,16178,15797
2548,0,14333,15969
2549,1,17732,18264
2550,0,14695,17162
2551,1,17800,15340
2552,1,16048,14594
2553,1,14163,13713
2554,1,15695,15995
2555,0,14844,17187
2556,0,15974,16982
2557,1,14995,17437
2558,0,14799,19539
2559,0,17056,18659
2560,0,16243,16798
2561,0,17892,19253
2562,1,16508,14484
2563,1,16568,14728
2564,1,16503,15813
2565,0,17459,17557
2566,1,17024,16827
2567,1,16660,15086
2568,0,14244,17797
2569,0,14041,19203
2570,1,16752,14542
2571,1,17563,14153
2572,1,17262,17011
2573,1,17438,14420
2574,0,14275,17689
2575,1,16753,14738
2576,1,17163,15741
2577,0,15750,17477
2578,1,15954,15300
2579,1,18293,14602
2581,0,14014,17457
2582,0,16207,17026
2583,1,16654,14798
2584,1,16711,14952
2585,0,16578,15419
2586,1,16220,16664
2587,0,15096,15216
2588,1,18426,16933
2589,1,18758,14423
2590,0,15928,16863
2591,1,16233,15152
2592,1,16493,17355
2593,0,15633,18403
2594,1,17750,14077
2595,0,16251,20376
2596,1,17627,17199
2597,0,17315,18048
2598,0,15663,14727
2599,0,14865,16044
2600,1,16230,15298
2601,1,16065,15521
2602,0,17049,17154
2603,0,15412,15699
2604,1,17949,16897
2605,1,16938,14793
2606,0,14627,18587
2607,0,16485,15388
2608,0,15246,15917
2609,0,17583,17819
2610,1,18655,15443
2611,1,16875,17670
2612,1,17872,14328
2613,1,16574,15605
2614,0,17651,15303
2615,0,15035,18619
2616,1,16399,16069
2617,0,18236,17124
2618,1,15782,15503
2619,0,16938,15422
2620,0,14740,18969
2621,0,15299,18410
2622,1,17615,13929
2623,1,20236,15819
2624,1,16636,15242
2625,0,13805,15814
2626,0,18453,17987
2627,0,14642,19600
2628,0,14503,17328
2629,0,15335,17051
2630,0,15629,17166
2631,0,15782,18489
2632,1,18685,15828
2633,1,14901,18107
2634,0,14012,16682
2635,0,15913,16873
2636,0,14969,16548
2637,0,14863,14542
2638,0,15985,15997
2639,0,17407,17185
2640,0,15829,14861
2641,0,14953,17995
2642,1,20236,13877
2643,1,16789,15885
2644,1,20236,15038
2645,1,15318,16463
2646,1,15180,16166
2647,1,18200,14481
2648,0,15646,15847
2649,0,15747,16870
2650,0,14668,17108
2651,1,19318,14531
2652,1,18302,17451
2653,0,15167,16482
2654,0,15330,18607
2655,0,14579,16263
2656,0,15828,18158
2657,0,18001,16491
2658,0,17305,14986
2659,1,18706,14919
2660,0,16939,17337
2661,1,17645,14781
2662,0,15985,18978
2663,0,18325,17532
2664,1,18050,17766
2665,1,18585,17446
2666,0,14367,17268
2667,0,16743,15420
2668,1,18388,17853
2669,0,15710,16392
2670,0,17275,15573
2671,0,16623,17012
2672,1,17402,14152
2673,1,17555,14877
2674,1,14952,17214
2675,0,15487,17283
2676,1,18351,14524
2677,0,13797,19330
2678,1,16241,16843
2679,1,17065,15540
2680,1,18609,13500
2681,1,16259,15603
2682,0,17858,15972
2683,1,19055,18073
2684,1,17217,17631
2685,0,16091,15735
2686,0,17174,17690
2687,0,14961,17173
2688,1,16076,16999
2689,0,15905,17703
2690,0,15075,19071
2691,1,16711,16452
2692,0,17371,14313
2693,0,15537,16474
2694,0,13751,19302
2695,1,18888,14226
2696,0,13962,19774
2697,1,16697,16760
2698,0,15815,16925
2699,1,17047,15443
2700,0,15118,18791
2701,0,16035,18292
2702,1,16225,16030
2703,0,15033,15027
2704,0,17064,17638
2705,0,18043,17575
2706,0,15710,15862
2707,0,17476,14016
2708,1,14745,17301
2709,0,16052,17610
2710,1,18888,14108
2711,0,15423,17946
2712,0,15927,18317
2713,0,15967,17545
2714,1,19929,17371
2715,0,16110,16256
2716,1,17631,16067
2717,1,16337,15077
2718,1,16693,14971
2719,1,18334,17223
2720,1,14641,17815
2721,0,14524,15857
2722,0,16111,15072
2723,0,15284,18996
2724,1,14107,15806
2725,1,17152,16523
2726,1,16025,18369
2727,1,15130,15157
2728,0,16230,16260
2729,0,16113,16324
2730,0,17394,18008
2731,0,13803,18213
2732,0,13893,17947
2733,0,16312,16389
2734,1,18205,16203
2735,1,16484,16578
2736,0,16661,16490
2737,0,15381,17480
2738,0,19234,15960
2739,1,19350,14797
2740,0,17389,16629
2741,0,16138,15527
2742,1,15271,14915
2743,1,17584,17268
2744,0,17297,15336
2745,1,17693,13489
2746,1,14703,16026
2747,1,17394,17109
2748,0,16563,17855
2749,0,15270,15645
2750,0,14906,16104
2751,1,19085,14301
2752,1,15290,15299
2753,0,15557,17658
2754,1,17318,14529
2755,0,16359,16242
2756,0,14722,18506
2757,0,15035,17965
2758,0,14663,17811
2759,0,15504,16975
2760,0,16463,15662
2761,1,17009,16964
2762,1,16866,16797
2763,0,16982,15705
2764,0,15051,19452
2765,0,18719,15196
2766,0,15541,19252
2767,1,20114,17717
2768,1,20173,13892
2769,0,17058,18062
2771,1,15536,16369
2772,0,15946,18213
2773,1,20236,17825
2774,0,15087,18869
2775,1,14632,15766
2776,1,16883,15928
2777,0,15463,19345
2778,0,16158,16969
2779,1,15295,17050
2780,1,17540,16041
2781,1,17066,13851
2782,0,16110,17629
2783,1,17707,15219
2784,1,16461,17128
2785,0,16429,16601
2786,0,15495,17467
2787,0,15875,16271
2788,0,16521,16108
2789,1,16781,16342
2790,0,17748,15419
2791,0,16145,18891
2792,0,15049,16013
2793,1,16712,14355
2794,0,17662,16646
2795,0,15197,19157
2796,1,17604,15057
2797,0,17431,18725
2798,0,14346,18232
2799,0,17623,14523
2800,0,18683,16809
2801,1,15561,15315
2802,0,18172,18519
2803,1,16753,14817
2804,0,15800,16766
2805,0,13525,18948
2806,1,16418,15184
2807,0,14867,15689
2808,0,14288,17646
2809,1,16106,16549
2810,0,16068,16534
2811,1,16559,17751
2812,1,16388,16210
2813,1,15077,17112
2814,0,15106,19685
2815,0,16569,16492
2816,1,16863,16567
2817,0,16171,18342
2818,1,17149,13779
2819,1,16071,14348
2820,1,18498,15739
2821,0,14936,16639
2822,1,18901,16202
2823,1,16372,14171
2824,1,17959,14823
2825,0,13550,18532
2826,1,15767,16720
2827,1,17156,16379
2828,0,13802,19373
2829,0,15184,17282
2830,1,15923,14007
2831,1,15222,14510
2832,0,14856,15985
2833,0,15336,18071
2834,1,18488,15392
2835,1,15681,16739
2836,0,17159,16084
2837,1,15221,15752
2838,0,16746,16337
2839,0,18235,17718
2840,1,16514,16531
2841,0,17346,15947
2842,0,14838,16116
2843,0,14471,17856
2844,1,16214,16078
2845,0,17839,16500
2846,1,17674,15153
2847,1,19008,14753
2848,1,15800,16102
2849,0,16225,18966
2850,1,18237,14562
2851,0,16512,16466
2852,1,17478,16407
2853,1,15804,16231
2854,0,16158,14974
2855,0,15799,15743
2856,1,18876,16675
2857,0,15193,15803
2858,1,19528,15554
2859,0,17597,17479
2860,0,16495,15540
2861,0,16042,16728
2862,1,15636,16722
2863,1,19063,16652
2864,1,18963,13626
2865,1,18391,16351
2866,0,15492,17631
2867,0,16142,17373
2868,1,16926,14979
2869,0,15517,14864
2870,1,16929,18078
2871,0,15094,16005
2872,0,14604,19356
2873,1,15268,14972
2874,1,16317,15154
2875,0,15426,17098
2876,0,14052,16554
2877,1,15369,17202
2878,0,16961,16430
2879,1,18177,14467
2880,1,17329,16654
2881,1,19161,16378
2882,0,14649,16594
2883,1,15367,15184
2884,0,16229,15269
2885,0,17258,16067
2886,1,20236,13727
2887,0,18004,18309
2888,1,20236,14080
2889,0,16650,17863
2890,0,14710,18383
2891,0,15442,17551
2892,0,18923,17704
2893,0,14783,16688
2894,1,18074,15904
2895,1,17684,17064
2896,0,15476,17448
2897,0,17622,16092
2898,1,16385,15222
2899,0,14425,17044
2900,1,16059,15475
2901,1,18633,15723
2902,0,15731,16788
2903,1,17371,17421
2904,0,15631,17715
2905,1,16935,16466
2906,1,16639,16932
2907,1,16738,15707
2908,0,15419,16145
2909,1,14752,17263
2910,0,16508,16019
2911,0,16544,17543
2912,1,15597,16963
2913,0,18022,15064
2914,0,15714,18809
2915,0,16219,15510
2916,0,16956,17496
2917,1,19280,14239
2918,1,19540,17826
2919,1,16038,16882
2920,1,16594,14857
2921,1,16040,15931
2922,1,16282,15596
2923,0,15527,17064
2924,0,15933,17723
2925,0,17070,16026
2926,0,15084,16386
2927,0,16600,14973
2928,1,15982,18203
2929,1,16355,18229
2930,1,17040,17585
2931,1,16737,14314
2932,0,17090,19091
2933,0,14689,20376
2934,1,16135,15641
2935,0,16500,16004
2936,0,17318,16750
2937,1,18202,14778
2938,0,17208,16659
2939,0,16496,14990
2940,1,17915,15082
2941,0,18917,18144
2942,0,16484,18630
2944,0,15869,15416
2945,1,17338,14805
2946,1,18849,13772
2947,0,15250,19949
2948,0,15210,17371
2949,1,16692,17487
2950,1,16621,15746
2951,0,15698,17254
2952,0,14593,18612
2953,1,16712,17321
2954,0,16837,18989
2955,0,15514,17023
2956,1,17236,17544
2957,0,16204,20376
2958,1,18422,15431
2959,0,15356,17772
2960,0,14848,14980
2961,1,15688,15597
2962,1,14926,15768
2963,0,16190,18492
2964,1,16318,13855
2965,0,15376,19640
2966,0,14666,18146
2967,1,16301,17508
2968,0,15124,19788
2969,1,19031,14143
2970,1,18581,17148
2971,0,17144,15431
2972,0,18368,18696
2973,1,16844,14118
2974,0,16707,17355
2975,1,17868,18154
2976,1,20043,14743
2977,0,14852,19687
2978,0,16302,16894
2979,1,20236,15583
2980,1,18352,16443
2981,1,16873,14931
2982,0,16949,16933
2983,1,16344,17204
2984,0,15268,17576
2985,1,16463,16923
2986,1,17049,16250
2987,1,15811,14925
2988,0,14109,17409
2989,0,13428,20376
2990,1,18487,14636
2991,0,16860,17007
2992,1,17798,16100
2993,0,15789,16755
2995,0,14853,17526
2996,0,15369,15851
2997,1,17053,17351
2998,1,17307,17531
2999,0,14881,16564
3000,1,17928,15414
3001,0,14876,14795
3002,1,15356,14936
3003,1,16122,17289
3004,1,15426,15525
3005,1,16448,16061
3006,0,14182,15882
3007,1,15891,16711
3009,0,14949,18187
3010,0,14377,16888
3011,0,15946,14513
3012,0,15584,16621
3013,1,15800,14456
3014,0,16210,16455
3015,1,20236,14667
3016,1,15735,15196
3017,0,17378,16670
3018,0,17993,15117
3019,1,16072,16256
3020,0,15557,15658
3021,0,14467,20030
3022,1,16096,16543
3023,1,16351,14864
3024,1,16538,15412
3025,1,16337,14542
3026,1,17519,13489
3027,0,14305,15822
3028,0,18279,17043
3029,1,17808,15319
3030,0,17360,16101
3031,1,18849,15568
3032,0,15641,16777
3033,0,13428,19246
3034,1,19366,17393
3035,0,16646,16054
3036,0,15009,17501
3037,0,15921,17411
3038,1,18012,15055
3039,0,15224,20151
3040,0,15484,20363
3041,1,15550,15974
3042,0,15895,16913
3043,1,16776,15869
3044,0,13444,16889
3045,1,17971,17819
3046,0,13428,17415
3047,1,17225,17156
3048,0,17848,16980
3049,0,15448,15239
3050,0,15425,17036
3051,1,15717,15332
3052,0,14589,18339
3053,1,15463,15438
3054,0,16019,16407
3055,1,17634,15704
3056,0,16017,15500
3057,1,17259,17473
3058,1,16226,13997
3059,0,17816,15863
3060,0,15532,16313
3061,1,16946,16566
3062,0,16019,16777
3063,1,17938,14866
3064,1,17512,14963
3065,1,16712,14285
3066,0,15913,16757
3067,0,17108,18502
3068,1,20236,16221
3069,0,15548,16374
3070,0,15950,14717
3071,1,16014,15538
3072,0,17419,20006
3074,0,14122,17090
3075,1,17447,17831
3076,0,16122,17795
3077,0,18336,18802
3078,0,13428,20376
3079,0,14378,18060
3080,0,17691,14147
3081,1,19402,17394
3082,1,16468,13489
3083,0,14486,18062
3084,1,17652,16877
3085,1,15494,13979
3086,0,16270,16352
3087,0,15899,16802
3088,0,14277,20079
3089,1,17350,15858
3090,1,18315,18069
3091,1,19570,14744
3092,1,16529,15444
3093,1,18324,16166
3094,1,17263,14082
3095,1,15282,13653
3096,0,15960,15178
3097,0,15103,16431
3098,1,16060,15266
3099,0,15463,18272
3100,0,17225,18058
3101,0,14861,18198
3102,1,15966,14434
3103,0,15172,16238
3104,1,15953,16430
3105,1,17959,16263
3106,1,17176,14287
3107,1,17328,15172
3108,0,15144,16425
3109,0,16533,16448
3110,0,18475,16714
3111,0,15252,16545
3112,1,14621,18265
3113,0,15953,17048
3114,1,16627,14268
3115,1,17240,16541
3116,0,15796,15343
3117,1,18330,16561
3118,0,15684,18924
3119,1,17120,15184
3120,1,15261,15654
3121,0,18053,17433
3122,0,15417,16108
3123,1,16523,15166
3124,0,16809,16821
3125,0,15627,18317
3126,0,13793,16033
3127,1,14481,17246
3128,0,16357,16439
3129,1,18582,16352
3130,0,13943,15604
3131,0,18410,16690
3132,0,16689,16478
3133,0,16060,16087
3134,0,14035,19177
3135,1,17757,15939
3136,0,14267,19838
3137,0,15951,17685
3138,0,16688,15984
3139,0,14303,16960
3140,1,17396,17773
3141,1,18159,15122
3142,0,16269,15810
3143,1,15316,18302
3144,1,16498,14799
3145,1,20236,13489
3146,1,19606,16072
3147,1,16940,16540
3148,1,16814,14567
3149,1,18146,17763
3150,0,15242,16016
3151,0,17454,16837
3152,0,16053,14439
3153,1,14975,17181
3154,1,16095,16357
3155,1,17123,16111
3156,0,16986,16673
3157,0,14731,15879
3158,1,17316,14144
3159,1,14889,15708
3160,0,16416,16621
3161,1,16943,18171
3162,1,19940,14419
3163,0,16204,17220
3164,1,17062,18308
3165,0,15691,15235
3166,0,13511,18598
3167,1,18927,14921
3168,1,16164,17040
3169,1,15572,16788
3170,0,17469,16037
3171,1,14686,18279
3172,0,16325,16323
3173,1,17233,15199
3174,0,16004,16970
3175,1,16651,15484
3176,1,14959,17087
3177,0,15917,17888
3178,1,15754,16462
3179,0,16891,18187
3180,0,14878,20376
3181,1,17150,15707
3182,0,15941,15943
3183,1,17802,16732
3184,1,15548,16786
3185,1,15556,14256
3186,1,16098,16380
3187,1,16107,16563
3188,0,16315,15148
3189,0,16587,16130
3190,0,16112,15836
3191,1,18212,13783
3192,0,14761,15668
3193,0,17613,16699
3194,0,16384,16616
3195,1,17001,16657
3196,0,15084,17988
3197,1,16918,16563
3198,1,18562,16651
3199,1,15822,17394
3200,0,17405,15409
3201,1,19696,15894
3202,1,17322,18278
3203,1,15532,15292
3204,0,17823,16995
3205,0,13428,18393
3206,1,16851,17629
3207,1,16830,14399
3208,1,16061,15531
3209,0,15608,14842
3210,0,15144,19316
3211,0,15778,17356
3212,1,14721,15685
3213,1,16154,14390
3214,0,15136,18348
3215,0,14231,16490
3216,1,16470,14752
3217,1,13674,14833
3218,0,15251,18483
3219,1,18856,15608
3220,1,16274,17522
3221,0,17241,17377
3222,1,16201,16669
3223,0,15622,19531
3224,0,17575,16614
3226,1,18073,16307
3227,1,15370,18299
3228,0,14659,16603
3229,0,18855,15691
3230,0,14695,16642
3231,0,17927,17531
3232,1,16326,14629
3233,1,18552,13707
3234,1,16669,13489
3235,0,15304,20376
3236,0,15242,18266
3237,0,14237,16351
3238,0,14280,17835
3239,1,18809,16500
3240,0,14238,16792
3241,0,15101,15755
3242,1,18237,13489
3243,1,19820,13489
3244,0,16884,17852
3245,0,15880,20376
3246,0,15430,18280
3247,0,14258,17018
3248,1,14849,16994
3249,1,17023,15821
3250,1,19143,15674
3251,0,15620,16703
3252,1,18623,17709
3253,1,16564,15128
3254,1,18421,16165
3255,0,17364,16158
3256,1,16749,16506
3257,0,17987,18355
3258,0,16103,16193
3259,1,18384,16667
3260,1,17465,16590
3261,0,15591,17913
3262,1,15391,14048
3263,0,14953,18037
3264,1,16640,14676
3265,1,15501,15758
3266,0,18891,15867
3267,1,16999,17646
3268,1,18291,17352
3269,0,14588,15747
3270,1,16432,14042
3271,0,16199,18681
3272,1,17342,17789
3273,0,16247,14896
3274,1,17038,15508
3275,0,14607,17575
3276,0,14839,17413
3277,1,15142,16993
3278,0,17836,16996
3279,1,16538,17164
3280,1,20236,16328
3281,1,19813,15640
3282,1,18537,16728
3283,1,17806,13489
3284,1,20236,15352
3285,0,16441,15223
3286,0,15801,15988
3287,0,15871,15820
3288,0,16199,17010
3289,0,15831,18072
3290,0,14467,18261
3291,0,17795,17369
3292,1,15832,17573
3293,1,18170,15112
3294,0,16196,15090
3295,0,14680,16282
3296,1,17029,16460
3297,0,14298,15171
3298,0,14058,19385
3299,1,17385,14640
3300,1,19008,16245
3301,0,18038,18060
3302,1,16454,14944
3303,1,18313,17214
3304,1,17057,15038
3305,0,15046,19985
3306,0,14455,16926
3307,1,18480,15948
3308,1,19153,17904
3309,1,16688,15829
3310,0,15567,17304
3311,1,15429,13976
3312,1,17491,16875
3313,0,17679,17316
3314,1,17397,14799
3315,0,14416,19669
3316,0,16820,19054
3317,1,15659,15786
3318,1,19353,15895
3319,0,17794,17457
3320,1,16443,17484
3321,1,17773,15352
3323,0,15803,18797
3324,1,16241,17780
3325,1,17774,17850
3326,0,15823,17305
3327,1,17684,13837
3328,0,17898,14854
3329,1,15562,16738
3330,0,14881,16540
3331,1,16636,14089
3332,1,16396,16785
3333,0,15396,16589
3334,1,18164,18804
3335,1,17774,17700
3336,0,16990,15036
3337,1,16508,15862
3338,0,15533,17118
3339,1,15391,15345
3340,1,15076,15502
3341,1,16119,16643
3342,0,14377,18150
3343,1,13958,18696
3344,1,18834,17775
3345,1,17895,15565
3346,1,16526,16092
3347,0,16075,17853
3348,0,18947,18535
3349,0,15137,17782
3350,0,16157,15353
3351,0,15152,15771
3352,1,17041,14778
3353,1,16742,13937
3354,0,15660,18052
3355,1,16298,15475
3356,1,15860,17020
3357,1,15809,16874
3358,1,19470,13489
3360,0,13631,18798
3361,1,16748,15875
3362,0,14434,15354
3363,1,16287,15188
3364,0,15102,18567
3365,1,15492,14080
3366,1,14554,17368
3367,1,15403,17039
3368,0,13428,17936
3369,1,15799,17626
3370,0,17127,17500
3371,1,17208,16785
3372,1,16860,16951
3373,0,18082,19179
3374,0,14813,19875
3375,1,17989,17722
3376,1,15815,16868
3377,1,17991,15327
3378,0,16560,18171
3379,0,15260,14937
3380,0,13544,19364
3381,1,15462,17332
3382,0,15000,18761
3383,1,16399,14363
3384,0,14594,15681
3385,1,20236,13489
3386,0,15382,16564
3387,1,16095,18000
3388,0,14863,18493
3389,0,17668,18456
3390,0,16420,20013
3391,1,17194,16561
3392,1,19529,16053
3393,1,17762,16913
3394,1,16987,15834
3395,1,16985,15993
3396,0,14845,18038
3397,0,18174,18961
3398,1,17120,16260
3399,0,15776,16176
3400,1,17175,17855
3401,0,15656,17114
3402,0,14867,17020
3403,1,17381,15486
3404,1,18821,13520
3405,0,14459,17318
3406,0,16654,17613
3407,1,17438,15286
3408,1,17431,17131
3409,1,17327,15267
3410,1,17637,18067
3411,1,16021,16641
3412,1,16997,14890
3413,0,15530,17671
3414,1,14569,15144
3415,1,17212,16653
3416,0,18494,19284
3417,0,15632,17925
3418,1,17455,15046
3419,1,15716,15704
3420,1,17577,14765
3421,1,17822,15387
3422,0,15381,14622
3423,1,15485,15700
3424,1,16953,15462
3425,0,13428,19689
3426,1,16579,16606
3427,0,15562,16713
3428,1,17192,16530
3429,1,18764,13643
3430,0,15790,17666
3431,1,19380,15536
3432,0,16554,16708
3433,0,14017,19106
3435,1,16717,17167
3436,1,15927,16339
3437,0,15729,20376
3438,0,14814,18216
3439,0,16610,14566
3440,1,17588,16369
3441,0,16017,14419
3442,0,14851,15919
3443,0,15420,17684
3444,1,15476,16439
3445,0,14463,17283
3446,1,17653,15722
3447,0,15097,15526
3448,1,16476,16799
3449,1,20136,13846
3450,0,14385,15344
3451,0,16672,17784
3452,1,17286,16855
3453,0,16385,13489
3454,1,16902,15451
3455,1,17127,14392
3456,1,18383,14231
3457,0,15475,17870
3458,1,18950,18723
3459,1,16942,13489
3460,0,15423,17478
3461,0,18296,17285
3462,0,15166,19031
3463,0,16230,17452
3464,1,20005,14804
3465,0,14485,15438
3466,0,15313,14817
3467,1,17147,15735
3468,0,16078,17486
3469,0,14511,16757
3470,0,15224,14056
3471,0,15989,18651
3472,1,17558,14854
3473,1,15215,15215
3474,1,14887,17975
3475,0,14100,19608
3476,1,17097,15297
3477,0,14082,17278
3478,1,17500,15423
3479,1,17970,15967
3480,1,15198,15464
3481,1,17194,14606
3482,0,14951,16953
3483,0,16966,14970
3484,1,14513,16007
3485,0,18446,16528
3486,0,17100,16275
3487,1,20236,16515
3488,1,18672,16245
3489,0,14988,14560
3490,0,17250,18112
3491,1,20145,14511
3492,1,17325,16082
3493,1,19336,13489
3494,0,13701,18574
3495,0,15765,15929
3496,0,14841,15065
3497,0,15597,14880
3498,0,13828,17416
3499,0,16275,16459
3500,0,16763,17492
3501,1,20236,15230
3502,0,15155,17703
3503,1,17226,15165
3504,0,17634,16809
3505,1,17562,15614
3506,1,16161,16328
3507,1,20236,15376
3508,1,15743,15994
3509,1,15204,15051
3510,0,15013,15754
3511,1,20176,14346
3512,0,15856,16316
3513,1,17097,15911
3514,0,16595,17424
3515,0,13952,17511
3516,1,18413,16036
3517,0,16113,14836
3518,1,15508,16427
3519,0,18345,17404
3520,1,18882,18591
3521,0,14734,16605
3522,0,15337,16504
3523,0,15280,14833
3524,1,16861,14650
3525,1,16321,18914
3526,0,15885,17451
3527,0,16007,19404
3528,1,16171,17028
3529,0,15726,19522
3530,0,16851,19025
3531,0,14448,17417
3532,1,15045,14825
3533,1,17267,17623
3534,1,17706,15813
3535,0,15576,16463
3536,1,17084,14645
3537,0,15614,18297
3538,1,19602,14364
3539,0,15409,17959
3540,1,14298,13489
3541,1,18507,14751
3542,0,16179,16276
3543,1,17018,15555
3544,0,15306,16267
3545,0,15079,16305
3546,1,17622,17449
3547,0,17341,16075
3548,0,15868,16453
3549,1,17170,17692
3550,0,15716,19109
3551,0,15036,17891
3552,1,16608,16722
3553,0,16116,16193
3554,1,20236,13966
3555,0,16441,16309
3556,0,15446,17441
3557,0,15799,16868
3558,1,17909,18201
3559,0,15309,20271
3560,1,19077,15408
3561,0,15321,17659
3562,0,14522,18118
3563,0,17996,16701
3564,0,16447,16615
3565,0,13428,18443
3566,0,17757,15416
3567,0,17459,17990
3568,1,14068,17151
3569,0,13960,18768
3571,1,17134,16726
3572,0,17487,17213
3573,0,16335,17291
3574,1,16405,15544
3575,0,14145,19616
3576,1,16419,16260
3577,1,14482,17817
3578,1,15967,15164
3579,0,16093,16793
3580,1,20236,15336
3581,0,14697,16317
3582,0,17702,19180
3583,0,14730,19136
3584,0,16876,17891
3586,0,17214,15749
3587,1,14019,17739
3588,0,16163,17988
3589,0,15745,17827
3590,1,18933,16824
3591,1,16452,15680
3592,0,16527,15189
3593,0,16977,16136
3594,0,13874,16807
3595,0,17272,17360
3596,0,15125,18471
3597,0,14691,18715
3598,0,16961,15806
3599,1,16688,15684
3600,1,17143,15100
3601,1,18097,17286
3602,1,19276,15001
3603,0,17114,17332
3604,1,16602,17388
3605,0,14975,18334
3606,1,15843,18135
3607,0,15777,17615
3608,1,17142,15021
3609,1,18027,15633
3610,1,16003,17087
3611,1,19116,17957
3612,1,18078,16750
3613,1,18011,16489
3614,0,15336,18870
3615,0,17273,16981
3616,0,17875,15314
3617,0,17215,19123
3618,1,15579,17394
3619,0,16479,16745
3620,0,13918,15300
3621,1,17615,14972
3622,0,15848,14589
3623,0,15941,14710
3624,1,14448,16727
3625,1,15719,14966
3626,0,17139,17340
3627,0,15977,14944
3628,1,14938,15291
3629,0,17187,16568
3630,1,17558,18041
3631,1,17945,15541
3632,1,15151,15395
3633,1,14983,17636
3634,1,16527,16433
3635,0,16359,17095
3636,1,19038,15004
3637,0,15976,15367
3638,0,13512,15839
3639,0,14923,18839
3640,0,16124,16849
3641,0,14058,16733
3642,0,14422,16768
3643,1,16539,16604
3644,0,15794,19544
3645,0,16867,16717
3646,0,17197,18580
3647,1,15881,17322
3648,1,19373,14475
3649,0,16548,16045
3650,0,14126,20376
3651,1,16518,16280
3652,1,15897,18945
3653,1,20236,14611
3654,0,14445,15370
3655,1,17293,15954
3656,0,17239,16038
3657,1,18339,18398
3658,1,16541,15247
3659,1,20236,15953
3660,1,15072,16997
3661,0,15433,17062
3662,1,15766,16622
3663,1,18459,15504
3664,0,16467,15049
3665,1,18384,17121
3666,1,18479,15292
3667,0,14812,18056
3668,1,14702,16328
3669,1,15715,16950
3670,0,16736,15465
3671,0,17344,16638
3672,1,18625,17195
3673,1,13825,16716
3674,0,14604,17937
3675,0,15770,18350
3676,1,16566,18404
3677,0,17129,15689
3678,0,16176,17168
3679,1,20236,15623
3680,1,20236,16530
3681,1,18823,14314
3682,1,17204,14819
3683,1,17628,13621
3684,0,16562,16124
3685,0,16543,19575
3687,0,15590,16406
3688,1,15885,13778
3689,1,15936,18478
3690,1,15040,15992
3691,1,15927,14103
3692,0,14231,16912
3693,0,14998,15991
3694,0,18315,18652
3695,1,16977,13862
3696,1,14857,17605
3697,0,14819,18296
3698,0,15570,15631
3699,0,14231,19547
3700,1,19558,16301
3701,1,18531,17039
