,gameid,bluewins,bluegolddiff,blueexperiencediff,bluegoldpermin,bluetotalexperience,bteamtotminionsdiff,blaneminions_diff,bluetotalgold
2857,4497598810,0,-610,-1156,1519.3,17619,23,37,15193
2858,4479788915,1,3974,2785,1952.8,19755,53,37,19528
2859,4465024701,0,118,299,1759.7,18452,-4,20,17597
2860,4521563183,0,955,748,1649.5,18518,54,66,16495
2861,4521141192,0,-686,-893,1604.2,18424,3,22,16042
2862,4517904549,1,-1086,-637,1563.6,17293,16,4,15636
2863,4519777597,1,2411,875,1906.3,19391,20,16,19063
2864,4495408942,1,5337,3334,1896.3,19079,54,60,18963
2865,4505797125,1,2040,725,1839.1,17080,-23,-20,18391
2866,4421709133,0,-2139,868,1549.2,17768,57,50,15492
2867,4486082210,0,-1231,-888,1614.2,16958,11,9,16142
2868,4525312935,1,1947,1677,1692.6,19020,7,-1,16926
2869,4518737622,0,653,-556,1551.7,16917,-10,5,15517
2870,4503476155,1,-1149,-1888,1692.9,17547,-13,-4,16929
2871,4519523296,0,-911,-870,1509.4,16864,49,33,15094
2872,4522209406,0,-4752,-2451,1460.4,15280,-57,-64,14604
2873,4520654397,1,296,440,1526.8,18685,3,18,15268
2874,4522317510,1,1163,-539,1631.7,16936,-26,-31,16317
2875,4515973150,0,-1672,-470,1542.6,18766,-26,-47,15426
2876,4518106435,0,-2502,-3183,1405.2,16542,-32,-20,14052
2877,4521157030,1,-1833,-917,1536.9,17402,-56,-45,15369
2878,4524068171,0,531,-881,1696.1,17237,-21,-7,16961
2879,4456927812,1,3710,2326,1817.7,19922,22,30,18177
2880,4463402176,1,675,691,1732.9,17577,10,-4,17329
2881,4477269261,1,2783,2368,1916.1,18599,39,37,19161
2882,4510792748,0,-1945,-2496,1464.9,15693,-31,-16,14649
2883,4454696616,1,183,-231,1536.7,18723,6,5,15367
2884,4439479847,0,960,813,1622.9,18834,45,46,16229
2885,4518370041,0,1191,-311,1725.8,18225,28,26,17258
2886,4460927725,1,8450,6098,2217.7,21202,39,29,22177
2887,4472381222,0,-305,685,1800.4,20025,-18,2,18004
2888,4462139744,1,6487,4018,2056.7,19536,24,24,20567
2889,4454995485,0,-1213,-1099,1665.0,17869,-25,-17,16650
2890,4524531081,0,-3673,-2499,1471.0,17302,-25,6,14710
2891,4457658840,0,-2109,-1475,1544.2,17224,-1,4,15442
2892,4519613119,0,1219,1356,1892.3,20387,21,34,18923
2893,4510955458,0,-1905,-2223,1478.3,15957,-30,-18,14783
2894,4520973698,1,2170,1207,1807.4,16950,22,23,18074
2895,4441700608,1,620,146,1768.4,19834,7,27,17684
2896,4516597523,0,-1972,-1621,1547.6,16908,-24,-29,15476
2897,4523669745,0,1530,2220,1762.2,19988,48,13,17622
2898,4520501584,1,1163,-1176,1638.5,16580,7,14,16385
2899,4523629089,0,-2619,-1506,1442.5,16191,-18,-14,14425
2900,4456581816,1,584,1023,1605.9,18356,28,5,16059
2901,4518889488,1,2910,856,1863.3,18698,12,20,18633
2902,4520057356,0,-1057,-1798,1573.1,17150,7,31,15731
2903,4521257483,1,-50,563,1737.1,18243,-12,5,17371
2904,4462681802,0,-2084,-2025,1563.1,15075,14,34,15631
2905,4515356970,1,469,1328,1693.5,18740,26,-2,16935
2906,4523615323,1,-293,-818,1663.9,18068,-24,-18,16639
2907,4495556599,1,1031,1909,1673.8,19318,-1,1,16738
2908,4525178929,0,-726,-1168,1541.9,18138,-1,15,15419
2909,4514070207,1,-2511,-2094,1475.2,16831,-46,-33,14752
2910,4524789573,0,489,-1163,1650.8,18227,-44,-31,16508
2911,4524132104,0,-999,-955,1654.4,16885,4,2,16544
2912,4439587342,1,-1366,-242,1559.7,18695,-19,-28,15597
2913,4524687163,0,2958,983,1802.2,18610,30,16,18022
2914,4512949198,0,-3095,-2200,1571.4,17362,-15,-36,15714
2915,4446037878,0,709,1449,1621.9,17966,-8,-2,16219
2916,4478250976,0,-540,238,1695.6,17632,9,14,16956
2917,4523300561,1,5041,3996,1928.0,20813,31,37,19280
2918,4505443622,1,1714,1487,1954.0,18969,46,36,19540
2919,4477019326,1,-844,139,1603.8,19227,-14,2,16038
2920,4525174684,1,1737,1565,1659.4,20008,16,10,16594
2921,4517959994,1,109,66,1604.0,17545,15,-7,16040
2922,4479856862,1,686,-89,1628.2,16565,24,31,16282
2923,4517169842,0,-1537,93,1552.7,17554,-26,-14,15527
2924,4521354990,0,-1790,-1980,1593.3,16916,-20,-2,15933
2925,4524540652,0,1044,662,1707.0,17907,28,0,17070
2926,4485481619,0,-1302,1008,1508.4,19173,4,-2,15084
2927,4490906138,0,1627,1723,1660.0,18932,-16,-2,16600
2928,4523332749,1,-2221,-365,1598.2,18257,-18,-33,15982
2929,4520703229,1,-1874,-1002,1635.5,17606,6,16,16355
2930,4499786529,1,-545,-1102,1704.0,17805,9,1,17040
2931,4520790076,1,2423,295,1673.7,17593,3,11,16737
2932,4490677497,0,-2001,-1137,1709.0,18662,55,5,17090
2933,4499921176,0,-7206,-6046,1468.9,14871,-135,-111,14689
2934,4516247062,1,494,-1338,1613.5,17313,-34,-18,16135
2935,4522539833,0,496,1530,1650.0,18497,-13,-20,16500
2936,4523429650,0,568,-205,1731.8,18742,43,35,17318
2937,4458532783,1,3424,1624,1820.2,18332,10,4,18202
2938,4499647535,0,549,429,1720.8,19055,4,2,17208
2939,4492296802,0,1506,-169,1649.6,18200,23,27,16496
2940,4523485594,1,2833,3175,1791.5,19494,53,16,17915
2941,4513848861,0,773,1125,1891.7,18476,-15,3,18917
2942,4509159917,0,-2146,-3245,1648.4,16372,-42,-28,16484
2943,4518202397,0,2399,1719,1940.2,18727,22,1,19402
2944,4515801443,0,453,76,1586.9,18711,-16,-16,15869
2945,4523336843,1,2533,1568,1733.8,19907,26,14,17338
2946,4482626954,1,5077,3251,1884.9,19281,9,7,18849
2947,4458085215,0,-4699,-4580,1525.0,15780,-62,-54,15250
2948,4468973214,0,-2161,-3222,1521.0,16010,-43,-7,15210
2949,4496563536,1,-795,-117,1669.2,17643,-5,-41,16692
2950,4503476670,1,875,-391,1662.1,18305,2,17,16621
2951,4510723615,0,-1556,-887,1569.8,18184,-5,-11,15698
2952,4524935844,0,-4019,-2008,1459.3,16673,-23,-33,14593
2953,4508455682,1,-609,-1114,1671.2,16923,-32,-8,16712
2954,4518193450,0,-2152,-2041,1683.7,17911,-47,-46,16837
2955,4495688378,0,-1509,-358,1551.4,18547,-59,-59,15514
2956,4519879315,1,-308,1739,1723.6,19937,17,15,17236
2957,4517167802,0,-4473,-3040,1620.4,17704,-88,-55,16204
2958,4508878155,1,2991,1357,1842.2,18184,14,19,18422
2959,4496026567,0,-2416,-3217,1535.6,16700,-58,-32,15356
2960,4456161907,0,-132,119,1484.8,17467,11,-8,14848
2961,4522201700,1,91,591,1568.8,18341,-5,-2,15688
2962,4518834172,1,-842,2032,1492.6,19450,-30,-40,14926
2963,4522617067,0,-2302,-997,1619.0,16496,16,34,16190
2964,4513710414,1,2463,1390,1631.8,18426,31,26,16318
2965,4523752057,0,-4264,-3932,1537.6,16758,-114,-66,15376
2966,4486889900,0,-3480,-1368,1466.6,16186,41,40,14666
2967,4516724149,1,-1207,606,1630.1,18968,22,5,16301
2968,4488915308,0,-4664,-2707,1512.4,17488,-69,-36,15124
2969,4467046961,1,4888,3753,1903.1,20293,49,30,19031
2970,4466166046,1,1433,508,1858.1,19012,11,21,18581
2971,4520795867,0,1713,1673,1714.4,18638,18,14,17144
2972,4497099523,0,-328,137,1836.8,19062,-22,-26,18368
2973,4501319055,1,2726,1990,1684.4,18805,30,33,16844
2974,4491887077,0,-648,-1422,1670.7,16612,0,11,16707
2975,4465693546,1,-286,-916,1786.8,17858,-66,-70,17868
2976,4495791670,1,5300,4813,2004.3,21800,44,34,20043
2977,4519530388,0,-4835,-3655,1485.2,16246,6,-1,14852
2978,4487193298,0,-592,-2438,1630.2,15434,-46,-33,16302
2979,4462313921,1,7776,6703,2335.9,20348,118,103,23359
2980,4477337521,1,1909,1099,1835.2,18953,21,17,18352
2981,4518328574,1,1942,450,1687.3,17662,85,72,16873
2982,4518075871,0,16,560,1694.9,18440,21,4,16949
2983,4524546018,1,-860,949,1634.4,19207,38,28,16344
2984,4508930231,0,-2308,-1946,1526.8,17072,-61,-52,15268
2985,4494055420,1,-460,-1189,1646.3,16544,-58,-52,16463
2986,4482404724,1,799,440,1704.9,17357,-8,6,17049
2987,4500830976,1,886,355,1581.1,18673,5,6,15811
2988,4481881840,0,-3300,-3318,1410.9,16353,-13,-26,14109
2989,4513544189,0,-9341,-6317,1229.2,13648,-137,-87,12292
2990,4524277533,1,3851,1574,1848.7,18183,-1,0,18487
2991,4499668279,0,-147,21,1686.0,18713,-42,-59,16860
2992,4522637955,1,1698,1171,1779.8,19047,1,-19,17798
2993,4500208615,0,-966,-901,1578.9,17312,-16,-1,15789
2994,4520915828,0,3454,175,1960.9,17551,-5,6,19609
2995,4518182783,0,-2673,-1867,1485.3,16170,-80,-72,14853
2996,4491522681,0,-482,-349,1536.9,17785,-37,-36,15369
2997,4523403818,1,-298,0,1705.3,18362,5,6,17053
2998,4510862255,1,-224,-765,1730.7,16527,-35,-49,17307
2999,4518730282,0,-1683,-377,1488.1,15603,17,10,14881
3000,4522585401,1,2514,2924,1792.8,20419,69,70,17928
3001,4511779453,0,81,450,1487.6,17630,2,3,14876
3002,4525174199,1,420,521,1535.6,18787,-9,-18,15356
3003,4523289245,1,-1167,259,1612.2,18226,-30,-42,16122
3004,4431352906,1,-99,151,1542.6,17981,-21,-19,15426
3005,4514421047,1,387,1781,1644.8,19097,10,6,16448
3006,4525208534,0,-1700,-1053,1418.2,16753,6,-3,14182
3007,4509344771,1,-820,-298,1589.1,19024,-3,-14,15891
3008,4475349750,1,-3945,-1758,1585.8,16120,5,23,15858
3009,4519852110,0,-3238,-1130,1494.9,16818,-75,-79,14949
3010,4523427539,0,-2511,-2347,1437.7,17055,-49,-39,14377
3011,4523806048,0,1433,1278,1594.6,18587,39,40,15946
3012,4515248158,0,-1037,-1057,1558.4,17939,9,12,15584
3013,4481449658,1,1344,1628,1580.0,18316,57,34,15800
3014,4509723024,0,-245,330,1621.0,18620,9,11,16210
3015,4522855501,1,5920,2703,2058.7,19713,53,61,20587
3016,4508742388,1,539,774,1573.5,18331,27,13,15735
3017,4480411096,0,708,302,1737.8,18525,1,7,17378
3018,4522377959,0,2876,2805,1799.3,16834,42,42,17993
3019,4448358133,1,-184,408,1607.2,16945,34,41,16072
3020,4509881889,0,-101,-380,1555.7,18380,35,41,15557
3021,4500724554,0,-5563,-4698,1446.7,16331,-56,-26,14467
3022,4494473176,1,-447,-2127,1609.6,15907,18,4,16096
3023,4509854738,1,1487,1143,1635.1,17063,-24,-53,16351
3024,4524761713,1,1126,878,1653.8,18735,1,2,16538
3025,4442002416,1,1795,1933,1633.7,19371,21,21,16337
3026,4505154902,1,4216,2141,1751.9,17753,13,12,17519
3027,4512160768,0,-1517,-972,1430.5,17323,-32,-11,14305
3028,4462777872,0,1236,149,1827.9,18909,-60,-50,18279
3029,4523326284,1,2489,1473,1780.8,18545,61,55,17808
3030,4515648647,0,1259,1281,1736.0,19151,37,49,17360
3031,4525030965,1,3281,1747,1884.9,19086,27,18,18849
3032,4513670045,0,-1136,-1235,1564.1,17857,-23,10,15641
3033,4521995809,0,-5838,-4101,1340.8,15571,-101,-70,13408
3034,4482423857,1,1973,1461,1936.6,18628,76,65,19366
3035,4519722602,0,592,-875,1664.6,16213,-10,0,16646
3036,4470192893,0,-2492,-1526,1500.9,17067,11,3,15009
3037,4438165073,0,-1490,-1624,1592.1,17353,13,-5,15921
3038,4525371439,1,2957,2549,1801.2,16748,47,33,18012
3039,4498101728,0,-4927,-5216,1522.4,16423,-44,-28,15224
3040,4524538444,0,-4879,-3465,1548.4,16418,-80,-85,15484
3041,4457541720,1,-424,-1075,1555.0,18425,-4,4,15550
3042,4515730845,0,-1018,-1531,1589.5,17705,-41,-7,15895
3043,4490954687,1,907,-86,1677.6,18113,1,-21,16776
3044,4500224763,0,-3445,-2015,1344.4,16544,-50,-49,13444
3045,4515924024,1,152,-486,1797.1,18271,-7,-30,17971
3046,4523053745,0,-4456,-2336,1295.9,15381,-32,-24,12959
3047,4523968738,1,69,-232,1722.5,17613,13,7,17225
3048,4511923610,0,868,1728,1784.8,19890,5,-4,17848
3049,4522069049,0,209,1023,1544.8,18033,13,-9,15448
3050,4506343146,0,-1611,-1931,1542.5,17540,-41,-38,15425
3051,4524784453,1,385,-71,1571.7,17819,-20,-20,15717
3052,4515728718,0,-3750,-4961,1458.9,15373,-47,-34,14589
3053,4522867814,1,25,327,1546.3,18378,16,0,15463
3054,4520872847,0,-388,-619,1601.9,16667,-26,-33,16019
3055,4475474933,1,1930,425,1763.4,17330,-8,-7,17634
3056,4461308775,0,517,-593,1601.7,15395,-17,-13,16017
3057,4523110333,1,-214,1004,1725.9,19074,36,11,17259
3058,4497616954,1,2229,2851,1622.6,18917,71,53,16226
3059,4495106153,0,1953,1494,1781.6,18684,-1,-22,17816
3060,4493209584,0,-781,-1296,1553.2,18026,-8,-10,15532
3061,4451574648,1,380,1750,1694.6,17971,2,-13,16946
3062,4458825692,0,-758,733,1601.9,18530,-1,7,16019
3063,4522541214,1,3072,1589,1793.8,18237,29,25,17938
3064,4520755410,1,2549,1269,1751.2,18140,22,12,17512
3065,4412400770,1,2427,2303,1671.2,17310,48,36,16712
3066,4515729442,0,-844,-689,1591.3,17592,-60,-45,15913
3067,4522847421,0,-1394,-2258,1710.8,17877,-5,1,17108
3068,4460552380,1,7128,6117,2334.9,21214,99,83,23349
3069,4523704801,0,-826,38,1554.8,18820,-2,4,15548
3070,4503847672,0,1233,251,1595.0,18633,29,43,15950
3071,4515347067,1,476,467,1601.4,18969,-25,-32,16014
3072,4524296354,0,-2587,-1470,1741.9,17316,-38,-36,17419
3073,4522594325,0,3763,874,1997.9,18500,1,13,19979
3074,4519482984,0,-2968,-2159,1412.2,15708,1,6,14122
3075,4419611773,1,-384,-1658,1744.7,16191,-37,-35,17447
3076,4486088051,0,-1673,-327,1612.2,17858,-48,-35,16122
3077,4520582438,0,-466,-26,1833.6,17626,-9,-32,18336
3078,4460718392,0,-8461,-7340,1200.2,13961,-95,-87,12002
3079,4515532917,0,-3682,-3599,1437.8,16230,-67,-36,14378
3080,4517065551,0,3544,2399,1769.1,18548,54,38,17691
3081,4456760342,1,2008,2566,1940.2,18717,10,15,19402
3082,4509027219,1,3100,1653,1646.8,18574,70,57,16468
3083,4477292734,0,-3576,-3516,1448.6,15896,-5,2,14486
3084,4524977658,1,775,1702,1765.2,18869,19,15,17652
3085,4517802077,1,1515,857,1549.4,15724,-30,-21,15494
3086,4524921739,0,-82,117,1627.0,17661,-6,-21,16270
3087,4488211195,0,-903,-1584,1589.9,17722,-17,-17,15899
3088,4516790351,0,-5802,-3559,1427.7,17550,-46,-39,14277
3089,4480798079,1,1492,1607,1735.0,18857,37,11,17350
3090,4501459269,1,246,1266,1831.5,18534,4,1,18315
3091,4450382504,1,4826,4472,1957.0,21203,50,30,19570
3092,4513212030,1,1085,775,1652.9,16649,14,19,16529
3093,4489614649,1,2158,640,1832.4,18016,-10,-14,18324
3094,4521052403,1,3181,3298,1726.3,19913,85,75,17263
3095,4523640765,1,1629,677,1528.2,17848,-32,-35,15282
3096,4513528910,0,782,1903,1596.0,18478,40,21,15960
3097,4492726394,0,-1328,-317,1510.3,17162,-26,-29,15103
3098,4523578015,1,794,577,1606.0,18431,15,15,16060
3099,4452428266,0,-2809,-1673,1546.3,17772,-83,-57,15463
3100,4463284489,0,-833,-1786,1722.5,16572,-21,-10,17225
3101,4458619259,0,-3337,-1701,1486.1,16993,-11,2,14861
3102,4515561021,1,1532,1453,1596.6,18955,1,0,15966
3103,4495044262,0,-1066,10,1517.2,18276,-19,-36,15172
3104,4519411213,1,-477,-513,1595.3,17960,30,26,15953
3105,4497452633,1,1696,2266,1795.9,20494,12,14,17959
3106,4494493149,1,2889,1215,1717.6,18575,-9,-17,17176
3107,4448082269,1,2156,3157,1732.8,18867,32,9,17328
3108,4463495962,0,-1281,-602,1514.4,17995,25,17,15144
3109,4519833399,0,85,765,1653.3,18187,20,3,16533
3110,4524511499,0,1761,1895,1847.5,19732,-7,0,18475
3111,4521689217,0,-1293,-380,1525.2,18024,15,5,15252
3112,4518710301,1,-3644,-1277,1462.1,17862,-48,-64,14621
3113,4442576553,0,-1095,-249,1595.3,17372,-22,3,15953
3114,4511383179,1,2359,1681,1662.7,18676,11,2,16627
3115,4524666891,1,699,944,1724.0,18845,58,69,17240
3116,4468778049,0,453,1426,1579.6,18152,-34,-35,15796
3117,4499825635,1,1769,319,1833.0,19257,-38,-19,18330
3118,4506847154,0,-3240,-2396,1568.4,17219,-76,-55,15684
3119,4523524261,1,1936,1098,1712.0,18300,38,27,17120
3120,4522806079,1,-393,-1504,1526.1,17058,21,25,15261
3121,4519495727,0,620,339,1805.3,17357,4,-7,18053
3122,4522215186,0,-691,-666,1541.7,16990,19,11,15417
3123,4520027447,1,1357,614,1652.3,18718,-9,-15,16523
3124,4522000980,0,-12,-151,1680.9,18470,-13,-11,16809
3125,4492308589,0,-2690,-3245,1562.7,17457,-71,-31,15627
3126,4496489619,0,-2240,-1623,1379.3,17022,-25,-24,13793
3127,4512335811,1,-2765,-2274,1448.1,15768,-27,-12,14481
3128,4510973023,0,-82,280,1635.7,17543,-40,-45,16357
3129,4524364516,1,2230,2112,1858.2,19549,32,26,18582
3130,4519092330,0,-1661,-1064,1394.3,17418,-17,-6,13943
3131,4451399633,0,1720,1364,1841.0,19835,37,29,18410
3132,4451665703,0,211,880,1668.9,18369,35,26,16689
3133,4524651202,0,-27,-1847,1606.0,16764,11,6,16060
3134,4522844464,0,-5142,-3023,1403.5,14801,-50,-25,14035
3135,4513558845,1,1818,1761,1775.7,18305,16,14,17757
3136,4515275420,0,-5571,-3921,1426.7,16538,-81,-64,14267
3137,4475523215,0,-1734,-3696,1595.1,16512,-6,2,15951
3138,4521065168,0,704,-123,1668.8,17926,12,26,16688
3139,4470051820,0,-2657,-2095,1430.3,15787,-39,-50,14303
3140,4494489796,1,-377,842,1739.6,17804,-10,-18,17396
3141,4486075079,1,3037,2677,1815.9,19769,34,32,18159
3142,4500599044,0,459,1388,1626.9,18306,-2,-10,16269
3143,4513621339,1,-2986,-3369,1531.6,17118,-59,-49,15316
3144,4511067925,1,1699,638,1649.8,17738,36,35,16498
3145,4518516978,1,7873,5225,2060.3,20443,59,57,20603
3146,4495223559,1,3534,2345,1960.6,18619,35,50,19606
3147,4497502064,1,400,-213,1694.0,17305,2,12,16940
3148,4525161056,1,2247,1262,1681.4,18612,17,18,16814
3149,4440235143,1,383,-1655,1814.6,17263,-20,-2,18146
3150,4475781870,0,-774,334,1524.2,17856,-28,-27,15242
3151,4522642562,0,617,128,1745.4,18029,26,26,17454
3152,4522609707,0,1614,1179,1605.3,17817,25,21,16053
3153,4472387660,1,-2206,-2548,1497.5,16649,23,6,14975
3154,4491631842,1,-262,-375,1609.5,18669,-4,-16,16095
3155,4519602935,1,1012,-620,1712.3,17944,3,3,17123
3156,4519875448,0,313,-1776,1698.6,17323,-6,-5,16986
3157,4524499414,0,-1148,708,1473.1,17886,-35,-33,14731
3158,4510716037,1,3172,2797,1731.6,18689,57,27,17316
3159,4520805255,1,-819,-1709,1488.9,17345,-4,10,14889
3160,4457344340,0,-205,-41,1641.6,18647,18,14,16416
3161,4464852917,1,-1228,-1785,1694.3,17177,-8,-2,16943
3162,4493888202,1,5521,4435,1994.0,20030,3,-20,19940
3163,4523258909,0,-1016,-1306,1620.4,17473,-32,-26,16204
3164,4474379367,1,-1246,150,1706.2,18221,11,17,17062
3165,4384388180,0,456,-69,1569.1,17592,12,20,15691
3166,4420435152,0,-5087,-2795,1351.1,16013,-35,-26,13511
3167,4520494989,1,4006,3678,1892.7,19861,39,55,18927
3168,4502261943,1,-876,-1141,1616.4,17989,-53,-43,16164
3169,4482157138,1,-1216,-1810,1557.2,17404,-44,-35,15572
3170,4500380908,0,1432,-889,1746.9,17964,15,26,17469
3171,4474827626,1,-3593,-3240,1468.6,17582,-26,-20,14686
3172,4523279887,0,2,-345,1632.5,17831,-44,-34,16325
3173,4512324600,1,2034,884,1723.3,17651,4,2,17233
3174,4497085879,0,-966,-455,1600.4,18128,44,28,16004
3175,4519793588,1,1167,-461,1665.1,16985,9,11,16651
3176,4524625875,1,-2128,-1289,1495.9,17503,5,10,14959
3177,4459239621,0,-1971,-2626,1591.7,17246,0,0,15917
3178,4494773072,1,-708,-1311,1575.4,16844,-9,-9,15754
3179,4524193415,0,-1296,4,1689.1,17845,-11,-16,16891
3180,4500741087,0,-5924,-3368,1487.8,16826,-36,-29,14878
3181,4496705148,1,1443,2143,1715.0,19389,12,-4,17150
3182,4525183626,0,-2,-1484,1594.1,17661,-11,-1,15941
3183,4520035137,1,1070,1731,1780.2,19422,2,28,17802
3184,4521969261,1,-1238,-1708,1554.8,18653,-28,-38,15548
3185,4523582436,1,1300,1228,1555.6,17886,1,1,15556
3186,4489642674,1,-282,-192,1609.8,18103,-27,-15,16098
3187,4513950311,1,-456,-1135,1610.7,17538,10,10,16107
3188,4500662035,0,1167,510,1631.5,18067,-38,-39,16315
3189,4495660541,0,457,-383,1658.7,16824,12,5,16587
3190,4518544844,0,276,377,1611.2,16844,7,34,16112
3191,4465742706,1,4429,3004,1821.2,18905,26,16,18212
3192,4508293000,0,-907,414,1476.1,17479,-5,-21,14761
3193,4519894439,0,914,1227,1761.3,19706,55,27,17613
3194,4516578815,0,-232,-1633,1638.4,16954,-59,-24,16384
3195,4451379938,1,344,1270,1700.1,19154,11,-25,17001
3196,4467014828,0,-2904,-2819,1508.4,16366,-31,-26,15084
3197,4511803387,1,355,-336,1691.8,18396,16,2,16918
3198,4525196496,1,1911,1969,1856.2,18633,13,-3,18562
3199,4519438725,1,-1572,-2164,1582.2,17481,-37,-29,15822
3200,4455505854,0,1996,860,1740.5,18506,-41,-49,17405
3201,4517169026,1,3802,1762,1969.6,18881,5,13,19696
3202,4524820601,1,-956,-1451,1732.2,16229,-24,-25,17322
3203,4521314116,1,240,131,1553.2,17669,-22,-13,15532
3204,4462579984,0,828,-79,1782.3,17275,24,37,17823
3205,4490139424,0,-5102,-3977,1329.1,15898,-34,-26,13291
3206,4486656023,1,-778,-752,1685.1,16674,22,16,16851
3207,4521058802,1,2431,1886,1683.0,18443,29,23,16830
3208,4521524486,1,530,1280,1606.1,18238,22,6,16061
3209,4520613359,0,766,331,1560.8,17516,26,31,15608
3210,4515711372,0,-4172,-2185,1514.4,16696,-27,-16,15144
3211,4524333896,0,-1578,-2563,1577.8,15796,-29,12,15778
3212,4522651290,1,-964,72,1472.1,18073,-3,-4,14721
3213,4495074532,1,1764,1515,1615.4,18075,-14,-18,16154
3214,4489770592,0,-3212,-786,1513.6,18082,-44,-57,15136
3215,4506670762,0,-2259,-2256,1423.1,16339,-39,-33,14231
3216,4525232628,1,1718,2947,1647.0,19232,25,14,16470
3217,4465441499,1,-1159,-157,1367.4,17384,9,-1,13674
3218,4509106172,0,-3232,-2573,1525.1,16852,-58,-5,15251
3219,4423957236,1,3248,2152,1885.6,19227,35,42,18856
3220,4519008578,1,-1248,-843,1627.4,17652,-7,-7,16274
3221,4500263204,0,-136,-583,1724.1,18072,8,8,17241
3222,4499779050,1,-468,-1886,1620.1,15667,-10,-6,16201
3223,4496697436,0,-3909,-2136,1562.2,16556,-32,-22,15622
3224,4505788319,0,961,-973,1757.5,17019,-10,1,17575
3225,4515397290,1,-2936,-1305,1640.8,18014,-28,-4,16408
3226,4523083494,1,1766,1606,1807.3,19907,32,23,18073
3227,4512481936,1,-2929,-1515,1537.0,17168,-9,-17,15370
3228,4511076108,0,-1944,-1062,1465.9,17566,-24,-5,14659
3229,4516828940,0,3164,287,1885.5,18139,-48,-26,18855
3230,4523465477,0,-1947,-2097,1469.5,16864,-39,-25,14695
3231,4494587066,0,396,-1813,1792.7,18100,-44,-16,17927
3232,4438792518,1,1697,293,1632.6,18135,-9,-29,16326
3233,4512164291,1,4845,2789,1855.2,17072,40,24,18552
3234,4512772548,1,3370,4484,1666.9,18607,63,32,16669
3235,4523386902,0,-5191,-3819,1530.4,15933,-63,-54,15304
3236,4524330916,0,-3024,-1285,1524.2,16792,-41,-38,15242
3237,4468287973,0,-2114,-1121,1423.7,17344,-61,-70,14237
3238,4516748968,0,-3555,-3207,1428.0,15054,-30,-30,14280
3239,4523545639,1,2309,1211,1880.9,18415,22,40,18809
3240,4523121981,0,-2554,-2576,1423.8,16667,7,9,14238
3241,4517973662,0,-654,-97,1510.1,17275,0,-7,15101
3242,4519278767,1,4824,2940,1823.7,19105,46,42,18237
3243,4508876664,1,6883,5337,1982.0,19369,94,68,19820
3244,4494756316,0,-968,-3,1688.4,17197,-7,-17,16884
3245,4481806461,0,-4526,-2062,1588.0,16941,1,3,15880
3246,4510805663,0,-2850,-832,1543.0,18275,8,5,15430
3247,4472660506,0,-2760,-1872,1425.8,17644,-37,-32,14258
3248,4523562611,1,-2145,-1335,1484.9,17923,2,4,14849
3249,4487130661,1,1202,-535,1702.3,17502,7,18,17023
3250,4464799134,1,3469,3684,1914.3,20064,31,44,19143
3251,4521670146,0,-1083,-127,1562.0,17968,17,-4,15620
3252,4521295161,1,914,34,1862.3,17867,12,-8,18623
3253,4521747245,1,1436,1597,1656.4,18605,10,1,16564
3254,4460625430,1,2256,725,1842.1,18519,21,10,18421
3255,4476686875,0,1206,1055,1736.4,18990,-14,-33,17364
3256,4521593829,1,243,-276,1674.9,17759,-46,-53,16749
3257,4496543857,0,-368,-612,1798.7,17683,-40,-27,17987
3258,4448406532,0,-90,-739,1610.3,18017,20,15,16103
3259,4493188082,1,1717,1335,1838.4,18718,6,-3,18384
3260,4524580424,1,875,276,1746.5,17463,26,28,17465
3261,4522582067,0,-2322,-2808,1559.1,16788,-39,-12,15591
3262,4484568700,1,1343,1089,1539.1,17387,5,14,15391
3263,4450359024,0,-3084,-1719,1495.3,17850,-36,-30,14953
3264,4515238176,1,1964,1416,1664.0,18989,39,32,16640
3265,4519247405,1,-257,-180,1550.1,17414,36,46,15501
3266,4518077809,0,3024,1980,1889.1,19302,43,50,18891
3267,4455131016,1,-647,543,1699.9,18661,28,6,16999
3268,4462622512,1,939,1327,1829.1,18744,-12,-14,18291
3269,4522846524,0,-1159,-73,1458.8,18059,-9,-9,14588
3270,4524387614,1,2390,1778,1643.2,18849,2,-11,16432
3271,4483835380,0,-2482,-2515,1619.9,17974,-11,-3,16199
3272,4524576336,1,-447,-955,1734.2,17885,-21,-27,17342
3273,4493201984,0,1351,940,1624.7,19000,-16,-12,16247
3274,4518396542,1,1530,334,1703.8,18971,12,0,17038
3275,4494122162,0,-2968,-2262,1460.7,17527,-43,-39,14607
3276,4521764642,0,-2574,-1057,1483.9,16702,-18,-19,14839
3277,4521534899,1,-1851,-1813,1514.2,17554,-30,-7,15142
3278,4472468889,0,840,145,1783.6,19239,-27,-28,17836
3279,4420650746,1,-626,239,1653.8,18750,10,1,16538
3280,4449194030,1,4230,1545,2055.8,18104,69,63,20558
3281,4519907649,1,4173,1912,1981.3,18543,63,69,19813
3282,4521233015,1,1809,1633,1853.7,19024,-7,7,18537
3283,4474676809,1,6304,5904,1780.6,18750,101,89,17806
3284,4473800740,1,5501,3548,2085.3,20248,77,82,20853
3285,4525145363,0,1218,1167,1644.1,19798,-12,-9,16441
3286,4521186750,0,-187,-361,1580.1,18475,-48,-45,15801
3287,4459950157,0,51,-1075,1587.1,17211,3,13,15871
3288,4489423422,0,-811,-798,1619.9,16645,4,14,16199
